timeAdapting,timeNonAdapting,timeOffline,quadraticAdapting,quadraticNonAdapting,quadraticOffline,correctAdapting,correctNonAdapting,correctOffline
1014.85,960.1,1042.2,0.37082546576857567,0.38503159023821354,0.34237714670598507,0.75,0.75,0.75
603.6,658.0,630.85,0.4568284824490547,0.4592647925019264,0.3720907773822546,0.8,0.8,0.8
768.15,740.55,822.75,0.33784913271665573,0.3413003273308277,0.25853457674384117,0.9,0.9,0.9
740.65,740.7,822.75,0.5389187764376402,0.5426806043833494,0.530029010027647,0.7,0.7,0.65
740.5,603.45,603.55,0.4205905646085739,0.4233472961932421,0.3635821435600519,0.75,0.75,0.8
12150.75,1124.6,1234.2,0.46835871040821075,0.4702991843223572,0.41870322823524475,0.6,0.6,0.7
1069.65,1014.9,1042.15,0.3465780655387789,0.3466585271526128,0.3173449190799147,0.75,0.75,0.8
1014.8,1069.8,1206.85,0.48607172444462776,0.49673747457563877,0.3691843064443674,0.6,0.6,0.6
1618.3,1645.55,1426.15,0.3815399771556258,0.3767520245164633,0.3568820245563984,0.6,0.6,0.7
1206.85,1234.2,1179.4,0.22234893357381225,0.23094773013144732,0.21347803249955177,0.95,0.95,0.9
1371.45,1152.0,1234.3,0.23310444597154856,0.2319442816078663,0.2538778018206358,0.8,0.8,0.85
3538.3,1179.35,987.5,0.21996518410742283,0.22223267704248428,0.23737675417214632,0.85,0.85,0.9
1289.05,1453.75,1590.8,0.29009994165971875,0.29561989661306143,0.30057682236656547,0.75,0.75,0.75
1206.85,1234.25,1179.35,0.2719299611635506,0.27530671190470457,0.2894724872894585,0.85,0.85,0.85
1234.3,1316.5,1344.0,0.4193452228792012,0.4294353500008583,0.4174093771725893,0.75,0.75,0.7
1398.95,1316.4,1590.7,0.3625722359865904,0.3778951447457075,0.33686912804841995,0.65,0.65,0.65
1398.9,1371.45,1234.25,0.16014535876456648,0.16590045066550374,0.17747057392261922,1.0,1.0,1.0
1426.2,1398.7,1481.2,0.24402633775025606,0.2497944850474596,0.20968225551769137,0.8,0.8,0.85
1426.25,1261.65,1234.25,0.4207356250844896,0.42757166735827923,0.3933695745654404,0.7,0.7,0.7
1042.4,987.45,1096.9,0.32091331388801336,0.3268268331885338,0.29482764191925526,0.75,0.75,0.75
1618.25,1590.75,1618.35,0.2910803079139441,0.29564311099238694,0.3023208605591208,0.8,0.8,0.8
1316.55,1289.15,1398.75,0.2541817605961114,0.256180954631418,0.19469966762699187,0.8,0.8,0.9
1508.4,1618.2,1590.8,0.5416747517883778,0.5617057383060455,0.47978752868948504,0.44999999999999996,0.44999999999999996,0.44999999999999996
1810.25,1947.4,1837.8,0.4271617711056024,0.4530828867573291,0.41102140289149247,0.65,0.65,0.65
1234.25,1426.2,1563.4,0.27921186946332455,0.2803698447532952,0.29606293234974146,0.75,0.75,0.75
1344.0,1645.65,1645.9,0.29018431808799505,0.30323024187237024,0.30589102767407894,0.75,0.75,0.75
1700.6,1590.95,1563.55,0.26709206053055823,0.286246532574296,0.2400181321427226,0.9,0.9,0.9
1618.15,1673.05,1618.35,0.2873311049770564,0.287355596665293,0.26747723133303225,0.8,0.8,0.8
1865.15,1892.4,1810.25,0.27774262707680464,0.2801223492715508,0.23825439042411745,0.85,0.85,0.85
1536.1,1618.2,1481.1,0.3795009838650003,0.3982337093912065,0.3612243856769055,0.7,0.7,0.7
1755.5,2084.4,2359.0,0.3751123696565628,0.38273957278579473,0.3922370560467243,0.7,0.7,0.75
1536.0,1673.2,1563.3,0.27048160531558096,0.27548706671223044,0.25365130533464253,0.7,0.7,0.75
1865.15,1892.55,1673.15,0.136324132559821,0.14109597401693463,0.1504552389960736,0.95,0.95,0.9
1344.15,1343.9,1316.5,0.34535735356621444,0.34920876869000494,0.30685861385427415,0.75,0.75,0.75
1042.2,932.65,1014.9,0.2586841192096472,0.2604928705841303,0.22957639023661613,0.8,0.8,0.85
1316.5,1234.25,1289.1,0.4721121974289417,0.500657930970192,0.4208307405933738,0.55,0.55,0.6
1700.55,1536.1,1481.0,0.39107127126771957,0.40149243897758424,0.3004063470289111,0.7,0.7,0.75
1097.2,1261.55,1234.3,0.12581775127910078,0.12362770969048142,0.13366292300634086,1.0,1.0,1.0
1206.65,1042.25,1179.65,0.33622159995138645,0.3428260888904333,0.36932522617280483,0.65,0.65,0.7
1618.25,1645.4,1563.55,0.42962289944293275,0.45457249064929783,0.4290114917930623,0.7,0.7,0.65
1179.5,1316.4,4141.7,0.3062530839815736,0.3070934070274234,0.28192444425076246,0.7,0.7,0.7
1755.4,1673.25,1535.9,0.23111078364308923,0.2381097017787397,0.23789917607791722,0.85,0.85,0.8
1261.9,1371.4,1618.15,0.3182190880179405,0.34044971875846386,0.3079623505473137,0.75,0.75,0.7
1810.3,1755.45,2029.6,0.4114221406634897,0.4396204096265137,0.37063326104544103,0.75,0.75,0.65
1508.65,1289.15,1810.25,0.42317440710030496,0.4373038397170603,0.3824473515560385,0.65,0.65,0.65
1782.9,1590.8,1536.0,0.2951611764729023,0.30231292732059956,0.2959899860434234,0.85,0.85,0.85
1206.65,1371.45,1398.8,0.4443247984163463,0.45266581419855356,0.392098836688092,0.6,0.6,0.6
1563.25,1618.4,1700.45,0.3471742393448949,0.36172100179828703,0.2800950667297002,0.8,0.8,0.8
1481.2,1590.8,1535.85,0.33678591705393046,0.34505442390218377,0.3226767180021852,0.55,0.55,0.6
1508.5,1673.2,1536.0,0.3522825208492577,0.3580554462969303,0.31278798589482903,0.7,0.7,0.7
2002.4,1865.1,2029.6,0.5129895098507404,0.541853285394609,0.45515848230570555,0.75,0.75,0.75
1865.35,1892.35,1974.75,0.26566575723700225,0.2684520382899791,0.27310214447788894,0.85,0.85,0.85
1700.5,1563.45,1700.6,0.32088509283494204,0.3299391260370612,0.2758170950692147,0.75,0.75,0.75
1206.85,1289.2,1206.95,0.26459101866930723,0.2657015537843108,0.23790267389267683,0.85,0.85,0.85
1069.85,1069.85,1097.15,0.22793155256658792,0.23051681369543076,0.23634727485477924,0.85,0.85,0.85
1837.7,1782.7,1481.2,0.14461111859418452,0.15154463797807693,0.13359663588926196,1.0,1.0,1.0
1947.55,1947.5,1974.7,0.3732491189148277,0.40198023384436965,0.3290626530069858,0.75,0.75,0.7
1316.65,1481.15,1645.7,0.329263667576015,0.34991609398275614,0.32708816649392247,0.7,0.7,0.7
1316.75,1371.35,1234.15,0.3572377855889499,0.36715824622660875,0.3333318457880523,0.7,0.7,0.75
6582.7,2605.65,1207.0,0.3196635954082012,0.3320191726088524,0.2862354628741741,0.65,0.65,0.65
1014.85,3401.25,1206.95,0.22094159293919802,0.22169333044439554,0.20149439200758934,0.85,0.85,0.85
1563.3,1645.7,1590.9,0.2794975882861763,0.28869507228955626,0.289894848363474,0.7,0.7,0.7
1481.05,1590.8,1645.7,0.25731241807807237,0.26326722791418433,0.26274809963069856,0.85,0.85,0.85
1289.15,1234.1,1426.35,0.31597575079649687,0.32034664414823055,0.3363996185362339,0.75,0.75,0.7
1508.4,4964.55,1316.6,0.3096018035430461,0.32017898792400956,0.22850036396994255,0.85,0.85,0.85
1864.9,1947.4,7570.4,0.30555524211376905,0.319930724799633,0.2488185903057456,0.85,0.85,0.9
1755.4,2139.3,2111.95,0.3616446243831888,0.37525755702517927,0.34053442953154445,0.8,0.8,0.8
1426.45,1426.2,1535.85,0.4637059457600117,0.5020633209496737,0.41702204570174217,0.7,0.7,0.65
1919.9,1700.6,1563.35,0.2624902918469161,0.2822350070346147,0.21087126922793686,0.85,0.85,0.85
1426.25,1755.3,1892.65,0.46213379316031933,0.466896029189229,0.44414844177663326,0.5,0.5,0.6
1124.55,1508.7,1508.5,0.2959276146721095,0.30579879926517606,0.28858256503008306,0.7,0.7,0.75
1563.35,5375.85,1508.45,0.2330936323851347,0.2407691990956664,0.27885339222848415,0.8,0.8,0.85
1508.4,1536.1,1673.05,0.42544592916965485,0.4451096970587969,0.40036194678395987,0.65,0.65,0.65
1289.3,1344.0,1206.95,0.2521771516185254,0.26715890504419804,0.22170645976439118,0.9,0.9,0.9
1590.95,3099.5,1864.9,0.431578733259812,0.448524899315089,0.4425819374155253,0.6,0.6,0.6
1069.9,1069.85,1097.1,0.27280111610889435,0.2843348905444145,0.27303599566221237,0.7,0.7,0.75
1398.85,1481.2,1426.15,0.43701792880892754,0.43993583135306835,0.36778349801898,0.65,0.65,0.75
1426.2,1289.15,5238.7,0.3656250648200512,0.38271506782621145,0.3027759473770857,0.75,0.75,0.75
1481.15,1344.0,1344.05,0.3909478357527405,0.3993089080322534,0.37109915842302144,0.7,0.7,0.65
1206.7,1206.8,1234.3,0.36205813381820917,0.37151217833161354,0.3492494340753183,0.65,0.65,0.75
1453.65,1536.05,1590.7,0.35202428814955056,0.3804819767829031,0.3282526950351894,0.75,0.75,0.7
1261.8,1206.9,1261.75,0.19145004427991807,0.19479527371004224,0.19921953487209976,0.9,0.9,0.9
1234.1,1316.55,1261.6,0.3114619886036962,0.32729100552387536,0.3234066388104111,0.75,0.75,0.7
4004.55,1481.15,1536.05,0.28378384886309505,0.2947031715884805,0.2832405581139028,0.8,0.8,0.75
1179.4,1151.85,1343.95,0.30381434969604015,0.31283007748425007,0.33437751047313213,0.75,0.75,0.7
768.15,850.25,987.35,0.30510873533785343,0.3058131402358413,0.3124454468488693,0.7,0.7,0.7
1481.15,1563.4,1453.55,0.4624590938910842,0.47999948635697365,0.44900651928037405,0.7,0.7,0.7
1042.15,1124.35,1343.9,0.4490550830960274,0.46178409177809954,0.3553964109160006,0.6,0.6,0.65
1728.0,1727.95,1755.45,0.41690374771133065,0.4453305988572538,0.3885969582479447,0.55,0.55,0.6
1399.1,1124.4,3291.35,0.35985695058479905,0.3809625809080899,0.319780022604391,0.65,0.65,0.7
1919.95,1947.55,2029.65,0.36724584421608597,0.40339594846591353,0.37646172879613005,0.7,0.7,0.75
1316.65,1453.75,1289.05,0.38260105438530445,0.39028099086135626,0.355014537461102,0.75,0.75,0.75
1344.05,1398.9,1344.2,0.3438086045207456,0.3475056937895715,0.26983527909033,0.75,0.75,0.8
2002.35,1865.0,1782.85,0.4192221160046756,0.4362629191018641,0.39752331213094294,0.6,0.6,0.65
5595.35,1481.15,1289.2,0.33753052772954106,0.3565219519659877,0.30423054611310363,0.7,0.7,0.7
1453.7,1344.05,1289.0,0.33225843810942024,0.3471910967491567,0.31780816870741546,0.8,0.8,0.8
1398.75,1316.55,1398.9,0.2818966576596722,0.3017151546664536,0.264586842386052,0.8,0.8,0.8
1618.35,4114.2,1563.5,0.29345476906746626,0.3253731816075742,0.28091022348962724,0.8,0.8,0.8
1673.1,1536.1,1481.25,0.33546315820422024,0.3445866843685508,0.2633845985401422,0.8,0.8,0.85
1782.8,1700.7,1700.55,0.41602267883718014,0.44948448659852147,0.3904122090898454,0.65,0.65,0.6
1179.4,1206.9,1206.9,0.41152811888605356,0.42516643926501274,0.4196985149756074,0.65,0.65,0.7
1343.95,1343.9,1398.8,0.3366537564434111,0.3326963963918388,0.34655435266904533,0.7,0.7,0.75
1782.8,1728.0,1618.25,0.34688386181369424,0.3683981734793633,0.2750578951963689,0.75,0.75,0.75
630.85,631.0,685.75,0.30611524544656277,0.310350202023983,0.231547424569726,0.85,0.85,0.95
713.25,603.6,658.1,0.2916650241240859,0.29652334190905094,0.28383418172597885,0.85,0.85,0.9
960.0,932.7,1069.75,0.454970401362516,0.46006841701455414,0.4462908690329641,0.75,0.75,0.75
767.95,795.35,932.65,0.4329713648185134,0.43767271749675274,0.4385252669453621,0.7,0.7,0.7
1508.5,1481.15,1947.4,0.42336140386760235,0.43838775902986526,0.4157390035688877,0.65,0.65,0.6
1316.45,1536.1,1508.55,0.2720382437109947,0.29187092557549477,0.2716606389731169,0.8,0.8,0.8
1508.5,1344.1,1536.05,0.30804885528050363,0.3269046815112233,0.24806445138528943,0.8,0.8,0.85
1865.1,1783.0,3565.55,0.39490816555917263,0.4385205237194896,0.3935290379449725,0.7,0.7,0.65
1069.7,1179.3,1124.6,0.3041452671168372,0.30707366904243827,0.23119164677336812,0.85,0.85,0.85
1426.25,1508.6,1590.6,0.24455986393149942,0.25843568006530404,0.25677041872404516,0.85,0.85,0.85
1618.35,1755.25,1700.65,0.40502952225506306,0.4126223921775818,0.3682929761707783,0.7,0.7,0.6
1042.2,1179.45,1179.45,0.21492999885231256,0.21102737542241812,0.18814276438206434,0.85,0.85,0.85
1865.1,1810.35,1865.0,0.3489154081325978,0.3620133672375232,0.34941451321356,0.75,0.75,0.7
1508.8,1563.6,1755.2,0.3314563154708594,0.344479690073058,0.285735503770411,0.75,0.75,0.85
1207.0,1234.25,3209.1,0.17387419496662915,0.18099725153297186,0.18414502078667283,0.9,0.9,0.9
1673.2,1618.2,1481.3,0.2677706911927089,0.2855872740037739,0.2581264557666145,0.8,0.8,0.8
1206.85,1097.2,1261.7,0.4291028957813978,0.45916168205440044,0.40014844248071313,0.6,0.6,0.6
1536.05,1535.95,1398.8,0.18252730905078351,0.19377608504146338,0.17644902551546693,0.9,0.9,0.9
1837.7,1700.5,1700.45,0.3833672876935452,0.41213071439415216,0.38673729496076703,0.7,0.7,0.7
1042.4,987.4,1097.1,0.26132579427212477,0.26473568845540285,0.22903554886579514,0.75,0.75,0.75
1343.9,1206.95,1179.35,0.2075798511505127,0.22525689005851746,0.21716486103832722,0.9,0.9,0.9
1892.5,1837.55,4004.6,0.16600778850261122,0.17360829189419746,0.17774870269931853,0.9,0.9,0.9
1042.4,987.35,795.35,0.1647770571289584,0.16705916030332446,0.16844334336929023,0.85,0.85,0.85
1398.9,1563.45,1590.65,0.44566400721669197,0.4536311198025942,0.45767551101744175,0.65,0.65,0.65
1673.15,1755.45,1837.75,0.3394897133111954,0.37563504837453365,0.34612053260207176,0.75,0.75,0.7
1234.2,1069.95,1206.7,0.3862243131734431,0.3962978885974735,0.3574623232707381,0.7,0.7,0.7
1645.7,1563.35,1782.7,0.3480303632095456,0.349071366712451,0.2985155670903623,0.7,0.7,0.8
1618.25,1590.85,1700.5,0.41868905525188893,0.4449358263518661,0.3908629808574915,0.65,0.65,0.7
1673.3,1645.6,1728.05,0.5027242004871368,0.5434916112571955,0.5161965508013964,0.44999999999999996,0.5,0.5
1316.5,1426.3,1261.8,0.24574153684079647,0.2774072727188468,0.24387641623616219,0.85,0.85,0.85
1014.9,905.2,2962.1,0.227512763813138,0.22956788819283247,0.24963572155684233,0.8,0.8,0.8
1535.9,1673.15,1590.9,0.35908380546607077,0.36966099799610674,0.3396724059712142,0.75,0.75,0.8
1289.1,1289.2,1179.35,0.359520704485476,0.3824272989295423,0.3119090856052935,0.85,0.85,0.85
1563.45,4169.1,1508.6,0.24603950465098023,0.24384889006614685,0.2244837791658938,0.8,0.8,0.85
1097.15,1234.15,1316.45,0.11246649140957743,0.11612143786624074,0.12041190057061613,1.0,1.0,1.0
1700.55,1700.45,1673.1,0.39870362309738994,0.4386869727168232,0.333619192475453,0.6,0.55,0.65
1536.1,1398.75,1398.75,0.3541635116562247,0.403874184936285,0.3838868187740445,0.7,0.65,0.65
1398.8,1152.0,1398.85,0.45361173420678824,0.45833911350928247,0.41243959646089934,0.65,0.65,0.7
1453.65,1289.05,1453.8,0.374356422573328,0.4229239048436284,0.38338674418628216,0.7,0.65,0.7
1865.0,1892.5,1536.1,0.4171793113928288,0.48094695759937167,0.3726811029482633,0.6,0.6,0.65
1481.15,1398.8,1453.8,0.32876560429576784,0.34020009147934616,0.27955907536670566,0.75,0.75,0.75
1481.2,1536.05,1508.6,0.27157185052055866,0.3153329570777714,0.2802674078848213,0.85,0.85,0.85
1508.45,1481.2,1371.5,0.33768890192732215,0.3578761527314782,0.3319255015812814,0.75,0.75,0.8
1508.55,1426.4,1535.9,0.28901259636040777,0.29415439115837216,0.27253638044930995,0.8,0.8,0.8
1316.5,1206.85,1179.4,0.2203865833580494,0.23746832832694054,0.22154591092839837,0.85,0.85,0.85
1399.1,1261.7,1371.35,0.34353221394121647,0.39560118969529867,0.33345334976911545,0.75,0.7,0.7
1837.7,1892.65,2084.55,0.5388879040256143,0.584475317504257,0.5999402008019388,0.5,0.44999999999999996,0.44999999999999996
1563.35,1673.1,1865.2,0.36188545054756105,0.38522893097251654,0.3768208767287433,0.7,0.7,0.7
1673.05,1673.15,1453.65,0.34389465185813606,0.37280402379110456,0.36842216714285314,0.75,0.75,0.75
1755.4,1837.75,1728.1,0.29818571521900594,0.28584367386065423,0.2945301686413586,0.85,0.85,0.85
1645.7,1755.5,1919.85,0.4192642339039594,0.4579533697105944,0.4189531912561506,0.65,0.65,0.65
1727.9,1673.05,1673.4,0.2943377426126972,0.3034673444926739,0.2639745238702744,0.65,0.65,0.65
1151.85,1343.95,1371.5,0.2531442497856915,0.25819725962355733,0.28624102263711393,0.8,0.8,0.8
1316.4,1234.25,1453.7,0.2815488697960973,0.28719651233404875,0.22814521193504333,0.8,0.8,0.9
1618.35,1563.5,1782.7,0.31934602395631373,0.3440347448922694,0.2762534108478576,0.8,0.8,0.8
1892.4,1755.4,1618.35,0.23023041000124067,0.2482067965902388,0.23309160652570426,0.75,0.75,0.75
1179.6,1179.45,1343.9,0.3439303217455745,0.3504258384928107,0.34140447340905666,0.75,0.75,0.8
1371.4,1426.3,1343.95,0.25351554062217474,0.2692269831895828,0.25036216294392943,1.0,1.0,0.95
