@relation HandActions

@attribute PlayerAction {f,k,c,b1,b2,b3}
@attribute PotSize numeric
@attribute BetCountOpponent numeric
@attribute BetCountPlayer numeric
@attribute OpponentOnButton {true,false}
@attribute LastActionOpponent {f,k,c,b1,b2,b3}
@attribute LastActionPlayer {f,k,c,b1,b2,b3}
@attribute DeckStrength numeric
@attribute DeckPaired {true,false}
@attribute DeckSuited numeric
@attribute GameStage {pf,fp,tn,rv}

@data
b2,14,1,1,true,k,k,820000,false,1,tn
k,84,1,1,true,c,b2,820001,false,1,rv
f,150,1,2,true,b2,k,820001,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,827648,false,1,fp
k,4,0,0,false,k,k,828432,false,1,tn
c,6,0,1,false,b1,k,829505,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,17387520,false,1,fp
b1,14,1,1,true,k,k,17396992,false,1,tn
k,24,1,1,true,c,b1,17397024,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,758528,false,1,fp
k,12,1,0,false,k,k,758832,false,1,tn
k,12,1,0,false,k,k,17536048,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
c,8,0,1,false,b2,c,0,false,1,pf
b2,12,1,1,false,k,c,135168,false,1,fp
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,16887808,false,1,fp
b1,30,1,2,true,b1,k,16887808,false,1,fp
f,120,1,3,true,b1,b1,16887808,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,17567744,false,1,fp
k,12,1,0,false,k,k,17600768,false,1,tn
f,14,1,1,false,b1,k,17602064,false,1,rv
b2,10,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,598272,false,1,fp
c,21,1,1,false,b2,k,16880128,false,1,tn
f,41,1,2,false,b1,c,16894240,false,1,rv
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,414464,false,1,fp
b2,12,2,0,false,k,k,681264,false,1,tn
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,16998400,false,1,fp
c,23,0,2,true,b1,k,16998400,false,1,fp
k,32,0,2,true,b1,c,17012224,false,1,tn
b2,32,1,2,true,k,k,17012304,false,1,rv
f,193,1,3,true,b2,b2,17012304,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,623360,false,1,fp
b2,10,1,1,true,k,k,623376,false,1,tn
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,479488,false,1,fp
k,4,0,0,false,k,k,479760,false,1,tn
k,4,0,0,false,k,k,17134096,false,1,rv
b2,10,1,1,true,b2,?,0,false,1,pf
k,36,1,1,true,c,b2,619264,false,1,fp
f,53,1,2,true,b1,k,619264,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,24,1,1,false,b2,b2,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,833280,false,1,fp
k,14,0,1,true,k,k,833296,false,1,tn
f,26,0,2,true,b2,k,833296,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,618752,false,1,fp
f,21,1,1,false,b2,k,619024,false,1,tn
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,397312,false,1,fp
c,24,0,2,true,b2,k,397312,false,1,fp
k,34,0,2,true,b2,c,405760,false,1,tn
f,63,0,3,true,b2,k,405760,false,1,tn
f,3,0,0,false,?,?,0,false,1,pf
b2,10,1,1,true,b2,?,0,false,1,pf
c,62,1,2,true,b2,b2,0,false,1,pf
k,88,1,2,true,b2,c,17244160,false,1,fp
b3,168,2,3,true,b1,k,17244160,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,401664,false,1,fp
b2,12,2,0,false,k,k,483856,false,1,tn
b1,36,3,0,false,k,b2,484129,false,1,rv
b2,14,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
c,10,0,1,false,b2,c,0,false,1,pf
b1,16,1,1,false,k,c,803328,false,1,fp
b1,24,2,1,false,k,b1,816160,false,1,tn
k,48,2,1,false,k,b1,825154,false,1,rv
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,344320,false,1,fp
b2,4,1,0,true,k,k,17121536,false,1,tn
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,763904,false,1,fp
k,4,0,0,false,k,k,834176,false,1,tn
c,6,0,1,false,b1,k,17611392,false,1,rv
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,615680,false,1,fp
c,18,0,2,true,b2,k,615680,false,1,fp
k,26,0,2,true,b2,c,759376,false,1,tn
c,48,0,3,true,b2,k,759376,false,1,tn
k,70,0,3,true,b2,c,759378,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,340224,false,1,fp
k,14,0,1,true,k,k,340224,false,1,tn
k,14,0,1,true,k,k,344848,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,17039360,false,1,fp
b1,4,1,0,false,k,k,17080320,false,1,tn
b2,8,2,0,false,k,b1,17082368,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,829184,false,1,fp
b1,12,2,0,false,k,k,829216,false,1,tn
k,24,2,0,false,k,b1,829266,false,1,rv
b2,4,1,0,true,c,?,0,false,1,pf
c,20,1,1,true,b1,b2,0,false,1,pf
k,28,1,1,true,b1,c,17244160,false,1,fp
b3,50,2,2,true,b1,k,17244160,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,405504,false,1,fp
k,14,0,1,true,k,k,549632,false,1,tn
k,14,0,1,true,k,k,549664,false,1,rv
f,26,0,2,true,b2,k,549664,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,16973824,false,1,fp
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,759552,false,1,fp
k,4,0,0,true,k,k,759648,false,1,tn
k,4,0,0,true,k,k,759651,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
f,10,0,1,false,b2,c,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,692224,false,1,fp
f,24,0,2,true,b2,k,692224,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,50593792,false,1,fp
k,4,0,0,false,k,k,50634752,false,1,tn
f,6,0,1,false,b1,k,50636544,false,1,rv
b2,4,1,0,true,c,?,0,false,1,pf
f,20,1,1,true,b1,b2,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,824576,false,1,fp
k,14,0,1,true,k,k,833872,false,1,tn
b2,14,1,1,true,k,k,833893,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,552960,false,1,fp
k,4,0,0,false,k,k,553216,false,1,tn
f,6,0,1,false,b1,k,624400,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,824064,false,1,fp
c,24,0,2,true,b2,k,824064,false,1,fp
k,34,0,2,true,b2,c,824624,false,1,tn
f,62,0,3,true,b2,k,824624,false,1,tn
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,397312,false,1,fp
c,7,0,1,false,b2,k,680192,false,1,tn
k,10,0,1,false,k,c,681232,false,1,rv
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,757760,false,1,fp
b2,10,1,1,true,k,k,764160,false,1,tn
b1,36,2,1,true,c,b2,764176,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,24,1,1,false,b2,b2,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,790528,false,1,fp
f,26,0,2,true,b2,k,790528,false,1,fp
f,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,16883712,false,1,fp
c,22,0,2,true,b1,k,16883712,false,1,fp
k,30,0,2,true,b1,c,16886016,false,1,tn
f,52,0,3,true,b2,k,16886016,false,1,tn
f,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,17305600,false,1,fp
k,24,2,0,false,k,b1,17350912,false,1,tn
f,29,2,1,false,b1,k,17351440,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,406016,false,1,fp
c,25,0,2,true,b2,k,406016,false,1,fp
k,36,0,2,true,b2,c,406032,false,1,tn
k,36,0,2,true,k,k,410401,false,1,rv
f,66,0,3,true,b2,k,410401,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,729344,false,1,fp
k,24,2,0,false,k,b1,16953600,false,1,tn
f,29,2,1,false,b1,k,16953600,false,1,rv
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
b2,14,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,540928,false,1,fp
c,25,0,2,true,b2,k,540928,false,1,fp
k,36,0,2,true,b2,c,549904,false,1,tn
k,36,0,2,true,k,k,549921,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,475648,false,1,fp
f,7,0,1,true,b2,k,475648,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,676864,false,1,fp
k,4,0,0,false,k,k,676880,false,1,tn
k,4,0,0,false,k,k,17081616,false,1,rv
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,623616,false,1,fp
b1,4,1,0,true,k,k,825408,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,737792,false,1,fp
b1,10,1,1,true,k,k,758816,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,828928,false,1,fp
k,12,1,0,false,k,k,828928,false,1,tn
f,14,1,1,false,b1,k,17222144,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,17530880,false,1,fp
c,14,1,1,false,b2,b1,17530880,false,1,fp
b2,48,2,2,false,b1,c,17537024,false,1,tn
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,824576,false,1,fp
k,4,0,0,true,k,k,833872,false,1,tn
k,4,0,0,true,k,k,834197,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,606720,false,1,fp
k,14,0,1,true,k,k,16946176,false,1,tn
f,25,0,2,true,b2,k,16946176,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,823296,false,1,fp
k,12,1,0,false,k,k,824320,false,1,tn
f,14,1,1,false,b1,k,825408,false,1,rv
c,8,0,1,true,b2,?,0,false,1,pf
k,12,0,1,true,b2,c,484096,false,1,fp
f,22,0,2,true,b2,k,484096,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,738048,false,1,fp
k,10,0,1,true,k,k,754736,false,1,tn
k,10,0,1,true,k,k,17086512,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,24,1,1,false,b2,b2,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,753664,false,1,fp
k,4,0,0,true,k,k,754432,false,1,tn
b1,4,1,0,true,k,k,755248,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,17256448,false,1,fp
b2,4,1,0,false,k,k,17274112,false,1,tn
k,12,1,0,false,k,b2,50828544,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,803328,false,1,fp
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,540928,false,1,fp
c,18,0,2,true,b2,k,540928,false,1,fp
k,26,0,2,true,b2,c,540928,false,1,tn
f,48,0,3,true,b2,k,540928,false,1,tn
c,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,false,b2,c,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,56,1,1,false,b2,b2,0,false,1,pf
f,129,1,2,false,b1,c,799232,false,1,fp
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,554240,false,1,fp
f,26,0,2,true,b2,k,554240,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
b2,4,1,0,true,c,k,672000,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
c,28,1,1,false,b2,b2,0,false,1,pf
f,70,1,2,false,b1,c,820736,false,1,fp
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,753920,false,1,fp
c,24,0,2,true,b2,k,753920,false,1,fp
k,34,0,2,true,b2,c,755472,false,1,tn
k,34,0,2,true,k,k,833649,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,741888,false,1,fp
k,14,0,1,true,k,k,750880,false,1,tn
k,14,0,1,true,k,k,759634,false,1,rv
f,26,0,2,true,b2,k,759634,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,24,1,1,false,b2,b2,0,false,1,pf
k,36,1,1,false,k,c,479488,false,1,fp
k,36,1,1,false,k,k,17133824,false,1,tn
b2,50,2,2,false,b1,k,17139472,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,475392,false,1,fp
c,25,0,2,true,b2,k,475392,false,1,fp
k,36,0,2,true,b2,c,16872448,false,1,tn
c,64,0,3,true,b2,k,16872448,false,1,tn
k,92,0,3,true,b2,c,16872496,false,1,rv
c,128,0,4,true,b1,k,16872496,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,681216,false,1,fp
k,4,0,0,true,k,k,685648,false,1,tn
b1,4,1,0,true,k,k,685648,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b2,12,2,0,false,k,b2,807168,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
c,28,1,1,false,b2,b2,0,false,1,pf
k,44,1,1,false,k,c,689408,false,1,fp
b2,44,2,1,false,k,k,17343744,false,1,tn
b1,108,3,1,false,k,b2,17349200,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,17063936,false,1,fp
k,8,1,0,false,k,b1,17065216,false,1,tn
f,10,1,1,false,b1,k,17077840,false,1,rv
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,475392,false,1,fp
k,10,0,1,true,k,k,475664,false,1,tn
k,10,0,1,true,k,k,554017,false,1,rv
f,18,0,2,true,b2,k,554017,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,false,k,c,672000,false,1,fp
b1,12,2,0,false,k,b2,680976,false,1,tn
k,24,2,0,false,k,b1,685633,false,1,rv
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,623616,false,1,fp
c,18,0,2,true,b2,k,623616,false,1,fp
k,26,0,2,true,b2,c,624448,false,1,tn
k,26,0,2,true,k,k,694388,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,831488,false,1,fp
k,10,0,1,true,k,k,831744,false,1,tn
f,19,0,2,true,b2,k,831744,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,816640,false,1,fp
k,12,1,0,false,k,k,816720,false,1,tn
c,14,1,1,false,b1,k,816721,false,1,rv
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,397312,false,1,fp
b2,36,1,2,true,b2,k,397312,false,1,fp
f,3,0,0,false,?,?,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,610816,false,1,fp
f,7,0,1,true,b2,k,610816,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,false,b2,c,0,false,1,pf
b1,14,1,1,false,k,c,17174528,false,1,fp
c,9,0,1,true,b2,?,0,false,1,pf
b1,14,1,1,true,b2,c,829184,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,17256448,false,1,fp
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,545536,false,1,fp
b2,10,1,1,true,k,k,550192,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,754432,false,1,fp
k,4,0,0,true,k,k,754448,false,1,tn
f,7,0,1,true,b2,k,754448,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,204800,false,1,fp
f,26,0,2,true,b2,k,204800,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
c,8,0,1,false,b2,c,0,false,1,pf
c,23,0,2,false,b2,c,17260544,false,1,fp
b3,34,1,2,false,k,c,17261312,false,1,tn
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,false,b2,c,0,false,1,pf
k,14,0,1,false,k,c,16973824,false,1,fp
b1,14,1,1,false,k,k,17006592,false,1,tn
k,24,1,1,false,k,b1,17007616,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,816640,false,1,fp
k,14,0,1,true,k,k,829280,false,1,tn
k,14,0,1,true,k,k,829281,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,815360,false,1,fp
k,12,1,0,false,k,k,815632,false,1,tn
k,12,1,0,false,k,k,825121,false,1,rv
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,14,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,545024,false,1,fp
f,41,2,1,false,b2,b1,545024,false,1,fp
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,824064,false,1,fp
k,14,0,1,true,k,k,824624,false,1,tn
k,14,0,1,true,k,k,824915,false,1,rv
c,26,0,2,true,b2,k,824915,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,733184,false,1,fp
k,4,0,0,true,k,k,746240,false,1,tn
k,4,0,0,true,k,k,763440,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,680192,false,1,fp
k,10,0,1,true,k,k,680464,false,1,tn
b2,10,1,1,true,k,k,680464,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,763136,false,1,fp
c,22,1,1,false,b2,k,834128,false,1,tn
c,44,1,2,false,b1,c,17157024,false,1,rv
b2,10,1,1,true,b2,?,0,false,1,pf
c,62,1,2,true,b2,b2,0,false,1,pf
k,88,1,2,true,b2,c,812032,false,1,fp
c,131,1,3,true,b1,k,812032,false,1,fp
k,174,1,3,true,b1,c,17220608,false,1,tn
c,298,1,4,true,b2,k,17220608,false,1,tn
k,422,1,4,true,b2,c,33967104,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
b2,10,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,693504,false,1,fp
k,10,0,1,true,k,k,693504,false,1,tn
k,10,0,1,true,k,k,693520,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,17043456,false,1,fp
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,537088,false,1,fp
k,4,0,0,true,k,k,545568,false,1,tn
k,4,0,0,true,k,k,550194,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,28,2,0,true,c,b2,17367040,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,17514496,false,1,fp
c,24,0,2,true,b2,k,17514496,false,1,fp
b3,34,1,2,true,b2,c,17523712,false,1,tn
f,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
c,8,0,1,true,b2,?,0,false,1,pf
k,12,0,1,true,b2,c,685312,false,1,fp
k,12,0,1,true,k,k,17462528,false,1,tn
k,12,0,1,true,k,k,17462544,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,672256,false,1,fp
f,7,0,1,true,b2,k,672256,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,824832,false,1,fp
k,14,0,1,true,k,k,17602048,false,1,tn
c,25,0,2,true,b2,k,17602048,false,1,tn
k,36,0,2,true,b2,c,17602112,false,1,rv
c,51,0,3,true,b1,k,17602112,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,820736,false,1,fp
k,4,0,0,false,k,k,825440,false,1,tn
c,6,0,1,false,b1,k,825440,false,1,rv
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,466944,false,1,fp
k,4,0,0,true,k,k,471552,false,1,tn
b1,4,1,0,true,k,k,17003008,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
b1,16,1,1,false,b2,c,0,false,1,pf
b1,36,2,1,false,k,b1,17076224,false,1,fp
k,72,2,1,false,k,b1,17076224,false,1,tn
k,72,2,1,false,k,k,17076480,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,623872,false,1,fp
b2,14,1,1,true,k,k,623920,false,1,tn
b1,84,2,1,true,c,b2,623920,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,746240,false,1,fp
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,685312,false,1,fp
k,8,1,0,false,k,b1,685312,false,1,tn
c,10,1,1,false,b1,k,685376,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,692736,false,1,fp
c,8,0,1,true,b2,k,692736,false,1,fp
k,12,0,1,true,b2,c,694304,false,1,tn
k,12,0,1,true,k,k,694370,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,549888,false,1,fp
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,135168,false,1,fp
f,26,0,2,true,b2,k,135168,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,824320,false,1,fp
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,16977920,false,1,fp
k,14,0,1,true,k,k,17006848,false,1,tn
c,25,0,2,true,b2,k,17006848,false,1,tn
k,36,0,2,true,b2,c,17020944,false,1,rv
b2,66,1,3,true,b1,k,17020944,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,667904,false,1,fp
c,7,0,1,false,b2,k,667904,false,1,tn
c,14,0,2,false,b1,c,762640,false,1,rv
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,684288,false,1,fp
k,4,0,0,true,k,k,684288,false,1,tn
k,4,0,0,true,k,k,684816,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,738048,false,1,fp
c,8,0,1,true,b2,?,0,false,1,pf
b1,12,1,1,true,b2,c,610560,false,1,fp
