@relation HandStrength

@attribute HandStrength numeric
@attribute PotSize numeric
@attribute BetCountActingPlayer numeric
@attribute BetCountObservingPlayer numeric
@attribute ActingPlayerOnButton {true,false}
@attribute LastActionObservingPlayer {f,k,c1,c2,b1,b2,b3}
@attribute LastActionActingPlayer {f,k,c1,c2,b1,b2,b3}
@attribute FaceCards numeric
@attribute DeckSuited numeric
@attribute DeckConnectors numeric
@attribute GameStage {pf,fp,tn,rv}
@attribute TotalActionCount numeric

@data
{0 6252,1 8,3 1,4 false,5 b2,6 c2,7 6880,8 3,9 2,10 rv,11 9}
{0 6798,1 4,5 k,6 k,7 6816,8 2,9 1,10 rv,11 8}
{0 2657,1 133,2 2,3 2,4 false,5 b2,6 c2,7 6848,8 2,9 1,10 rv,11 10}
{0 4869,1 36,2 1,3 2,5 b1,6 c2,7 6333,8 4,9 1,10 rv,11 8}
{0 5538,1 12,2 1,3 1,5 k,6 b2,7 6417,8 3,9 1,10 rv,11 9}
{0 6268,1 24,2 1,3 1,4 false,5 b1,6 k,7 6966,8 3,9 1,10 rv,11 9}
{0 5547,1 8,3 1,4 false,5 b1,6 k,7 6553,8 3,9 3,10 rv,11 8}
{0 3689,1 508,2 3,3 2,5 b3,6 c1,7 7382,8 2,9 1,10 rv,11 11}
{0 2876,1 17,2 1,3 1,5 b1,6 c2,7 2883,8 2,9 1,10 rv,11 8}
{0 3768,1 18,3 2,4 false,5 b1,6 c2,7 3841,8 2,9 1,10 rv,11 9}
{0 4426,1 26,2 2,5 k,6 k,7 4440,8 2,9 1,10 rv,11 9}
{0 5003,1 10,2 1,5 k,6 k,7 7237,8 2,9 2,10 rv,11 9}
{0 2821,1 8,3 1,4 false,5 k,6 k,7 3850,8 2,9 1,10 rv,11 8}
{0 3327,1 38,2 2,5 k,6 k,7 6200,8 3,9 1,10 rv,11 9}
{0 4225,1 10,2 1,5 k,6 k,7 7218,8 2,9 3,10 rv,11 8}
{0 6848,1 14,2 2,5 k,6 b2,7 7312,8 2,9 1,10 rv,11 8}
{0 5187,1 16,3 2,4 false,5 b2,6 c2,7 7047,8 2,9 1,10 rv,11 10}
{0 4278,1 55,2 2,3 1,5 b1,6 c2,7 6882,8 2,9 3,10 rv,11 9}
{0 6387,1 10,2 2,5 k,6 b2,7 6595,8 2,9 1,10 rv,11 8}
{0 2947,1 8,2 1,3 1,4 false,5 k,6 b1,7 4397,8 3,9 1,10 rv,11 8}
{0 3769,1 14,2 2,4 false,5 k,6 b1,7 3962,8 3,9 1,10 rv,11 8}
{0 7252,1 4,5 k,6 k,7 7400,8 3,9 1,10 rv,11 8}
{0 4088,1 8,3 1,4 false,5 b1,6 k,7 7029,8 2,9 2,10 rv,11 8}
{0 2967,1 54,2 1,3 2,5 b1,6 c2,7 5253,8 3,9 1,10 rv,11 8}
{0 2732,1 12,2 1,3 1,4 false,5 k,6 b1,7 2741,8 2,9 1,10 rv,11 7}
{0 2952,1 24,2 1,3 1,5 b2,6 c2,7 2952,8 2,9 1,10 rv,11 8}
{0 3231,1 48,2 1,3 2,4 false,5 b2,6 c2,7 5262,8 2,9 1,10 rv,11 11}
{0 3662,1 10,2 2,5 k,6 b1,7 6873,8 2,9 1,10 rv,11 9}
{0 3238,1 8,3 1,4 false,5 b1,6 k,7 6549,8 3,9 2,10 rv,11 8}
{0 4094,1 36,2 2,5 k,6 k,7 7153,8 3,9 1,10 rv,11 9}
{0 6705,1 14,2 1,5 k,6 k,7 7340,8 2,9 3,10 rv,11 8}
{0 5105,1 26,2 2,5 k,6 k,7 5260,8 2,9 1,10 rv,11 9}
{0 1601,1 28,2 3,5 k,6 b1,7 7220,8 3,9 3,10 rv,11 9}
{0 3315,1 4,2 1,5 k,6 b2,7 6265,8 2,9 2,10 rv,11 8}
{0 3032,1 40,2 3,5 k,6 b1,7 7223,8 4,9 2,10 rv,11 9}
{0 2513,1 72,3 3,4 false,5 b2,6 k,7 6364,8 2,9 1,10 rv,11 9}
{0 1307,1 24,2 1,3 2,4 false,5 b1,6 b1,7 3819,8 3,9 1,10 rv,11 8}
{0 5581,1 8,3 1,5 k,6 k,7 6690,8 3,9 2,10 rv,11 8}
{0 6209,1 12,3 1,4 false,5 k,6 k,7 6435,8 2,9 2,10 rv,11 7}
{0 3337,1 4,2 1,5 k,6 b2,7 3371,8 2,9 1,10 rv,11 8}
{0 5869,1 8,3 1,4 false,5 k,6 k,7 5953,8 3,9 2,10 rv,11 8}
{0 5758,1 108,2 1,3 2,4 false,5 k,6 k,7 5937,8 2,9 1,10 rv,11 9}
{0 2978,1 36,2 2,5 k,6 k,7 4423,8 3,9 1,10 rv,11 9}
{0 4483,1 36,2 1,3 1,5 k,6 k,7 6742,8 2,9 2,10 rv,11 8}
{0 3199,1 24,3 2,4 false,5 b2,6 k,7 5938,8 3,9 1,10 rv,11 9}
{0 3275,1 53,2 1,3 2,4 false,5 b1,6 c2,7 7408,8 4,9 2,10 rv,11 11}
{0 5804,1 12,2 1,5 k,6 k,7 6775,8 2,9 1,10 rv,11 9}
{0 1606,1 34,2 1,3 1,5 k,6 k,7 6575,8 4,9 2,10 rv,11 10}
{0 287,1 24,2 1,3 2,4 false,5 k,6 b1,7 2280,8 2,9 1,10 rv,11 8}
{0 2611,1 326,2 3,3 2,4 false,5 b1,6 c1,7 4065,8 2,9 1,10 rv,11 10}
{0 5766,1 4,5 k,6 k,7 6514,8 3,9 1,10 rv,11 8}
{0 6022,1 56,2 1,3 2,4 false,5 b1,6 c2,7 6091,8 2,9 2,10 rv,11 10}
{0 4746,1 12,3 1,4 false,5 k,6 k,7 4760,8 2,9 1,10 rv,11 7}
{0 5066,1 36,2 2,5 k,6 k,7 7460,8 3,9 2,10 rv,11 9}
{0 3031,1 16,3 2,4 false,5 b2,6 c2,7 4974,8 2,9 1,10 rv,11 10}
{0 2666,1 72,3 3,4 false,5 b2,6 c2,7 6331,8 3,9 1,10 rv,11 10}
{0 3163,1 256,2 1,3 3,4 false,5 k,6 k,7 4999,8 2,9 1,10 rv,11 10}
{0 5634,1 12,3 1,4 false,5 k,6 k,7 5693,8 2,9 1,10 rv,11 7}
{0 2491,1 496,2 4,3 1,4 false,5 b3,6 c1,7 4105,8 2,9 1,10 rv,11 10}
{0 2726,1 616,2 2,3 4,5 b3,6 c1,7 7073,8 3,9 1,10 rv,11 10}
{0 6274,1 32,2 2,5 k,6 k,7 6321,8 2,9 1,10 rv,11 9}
{0 1195,1 24,2 1,3 2,4 false,5 k,6 b1,7 5678,8 4,9 1,10 rv,11 8}
{0 228,1 10,2 2,4 false,5 c2,6 b1,7 2633,8 2,9 1,10 rv,11 7}
{0 6688,1 24,2 1,3 1,5 k,6 k,7 7173,8 2,9 1,10 rv,11 8}
{0 3779,1 78,2 4,5 k,6 b1,7 7080,8 3,9 2,10 rv,11 10}
{0 3131,1 24,2 1,3 1,5 k,6 k,7 5669,8 2,9 1,10 rv,11 8}
{0 195,1 4,5 k,6 k,7 195,8 2,9 1,10 rv,11 8}
{0 2848,1 34,2 2,5 k,6 k,7 4161,8 3,9 1,10 rv,11 9}
{0 6591,1 12,2 1,3 1,4 false,5 k,6 b1,7 6669,8 2,9 1,10 rv,11 7}
{0 6501,1 4,5 k,6 k,7 6644,8 2,9 3,10 rv,11 8}
{0 3462,1 26,2 2,5 k,6 k,7 6556,8 3,9 2,10 rv,11 9}
{0 4932,1 14,2 1,5 k,6 k,7 5017,8 3,9 1,10 rv,11 8}
{0 2589,1 36,2 1,3 1,5 k,6 k,7 2595,8 2,9 1,10 rv,11 8}
{0 3546,1 10,2 1,5 k,6 k,7 3606,8 2,9 2,10 rv,11 8}
{0 5113,1 14,2 2,5 k,6 b2,7 5122,8 3,9 1,10 rv,11 8}
{0 5165,1 12,3 2,4 false,5 b1,6 c2,7 5284,8 2,9 1,10 rv,11 10}
{0 6206,1 20,2 1,3 1,4 false,5 k,6 k,7 6314,8 3,9 2,10 rv,11 9}
{0 2809,1 32,2 1,3 2,4 false,5 b2,6 c2,7 3843,8 3,9 1,10 rv,11 9}
{0 2733,1 32,2 1,3 2,4 false,5 b2,6 c2,7 3831,8 2,9 1,10 rv,11 9}
{0 3228,1 8,3 1,4 false,5 k,6 k,7 5168,8 2,9 1,10 rv,11 8}
{0 3381,1 12,2 1,3 1,4 false,5 k,6 b1,7 6352,8 3,9 2,10 rv,11 7}
{0 6239,1 4,4 false,5 k,6 k,7 6306,8 3,9 1,10 rv,11 7}
{0 5113,1 32,2 2,5 k,6 k,7 6568,8 2,9 1,10 rv,11 9}
{0 2614,1 18,3 2,4 false,5 b1,6 c2,7 3679,8 2,9 1,10 rv,11 10}
{0 2997,1 25,2 1,3 1,5 b2,6 c2,7 3001,8 2,9 1,10 rv,11 8}
{0 3304,1 12,3 2,4 false,5 b1,6 c2,7 6013,8 3,9 1,10 rv,11 10}
{0 3207,1 18,2 2,5 k,6 k,7 3207,8 2,9 1,10 rv,11 10}
{0 3990,1 26,2 2,5 k,6 k,7 6255,8 2,9 1,10 rv,11 9}
{0 4703,1 18,3 2,5 b1,6 c2,7 6747,8 2,9 1,10 rv,11 8}
{0 2644,1 4,2 1,4 false,5 k,6 b1,7 3549,8 3,9 1,10 rv,11 7}
{0 2695,1 48,3 3,4 false,5 b1,6 k,7 5621,8 2,9 1,10 rv,11 9}
{0 5545,1 54,2 1,3 2,5 b1,6 c2,7 5666,8 3,9 1,10 rv,11 9}
{0 3166,1 36,2 2,5 k,6 k,7 5287,8 3,9 2,10 rv,11 9}
{0 2512,1 12,2 1,3 1,4 false,5 k,6 b1,7 3502,8 2,9 1,10 rv,11 7}
{0 2481,1 12,2 1,3 1,4 false,5 k,6 b1,7 3792,8 4,9 1,10 rv,11 7}
{0 6414,1 6,3 1,5 b1,6 c2,7 6627,8 2,9 1,10 rv,11 8}
{0 3262,1 8,3 1,4 false,5 b2,6 c2,7 7212,8 2,9 3,10 rv,11 9}
{0 7036,1 8,2 1,3 1,4 false,5 k,6 b1,7 7281,8 3,9 1,10 rv,11 8}
{0 2546,1 12,2 2,4 false,5 k,6 b1,7 2546,8 2,9 1,10 rv,11 8}
{0 2589,1 32,2 2,4 false,5 k,6 k,7 5970,8 4,9 1,10 rv,11 8}
{0 1608,1 28,2 3,5 k,6 b1,7 7339,8 2,9 2,10 rv,11 10}
{0 4107,1 32,2 2,5 k,6 k,7 4196,8 2,9 2,10 rv,11 9}
{0 6316,1 24,2 1,3 1,4 false,5 k,6 k,7 6980,8 3,9 1,10 rv,11 9}
{0 4123,1 108,2 1,3 2,5 k,6 k,7 7294,8 2,9 1,10 rv,11 10}
{0 2915,1 30,2 2,5 k,6 k,7 4198,8 2,9 1,10 rv,11 9}
{0 6477,1 14,2 1,5 k,6 k,7 7308,8 2,9 2,10 rv,11 8}
{0 2760,1 70,2 2,3 1,5 k,6 k,7 4775,8 2,9 1,10 rv,11 10}
{0 4526,1 36,2 2,3 1,5 b1,6 c2,7 7234,8 2,9 2,10 rv,11 9}
{0 6025,1 30,2 2,5 k,6 k,7 6027,8 2,9 1,10 rv,11 9}
{0 2470,1 44,2 1,3 2,4 false,5 b2,6 c2,7 3345,8 4,9 1,10 rv,11 9}
{0 2820,1 36,2 2,3 1,4 false,5 k,6 b1,7 5966,8 2,9 1,10 rv,11 8}
{0 2547,1 8,3 1,4 false,5 k,6 k,7 2549,8 2,9 1,10 rv,11 8}
{0 2766,1 12,2 1,3 1,4 false,5 k,6 b1,7 3939,8 2,9 1,10 rv,11 7}
{0 5591,1 10,2 1,5 k,6 k,7 5671,8 2,9 1,10 rv,11 8}
{0 1602,1 40,2 3,5 k,6 b1,7 7095,8 2,9 2,10 rv,11 9}
{0 1640,1 4,5 k,6 k,7 1651,8 2,9 1,10 rv,11 8}
{0 6471,1 44,2 2,3 1,4 false,5 k,6 b1,7 7296,8 2,9 2,10 rv,11 8}
{0 3548,1 30,2 1,3 2,4 false,5 b2,6 c2,7 6206,8 2,9 1,10 rv,11 10}
{0 6075,1 4,5 k,6 k,7 6087,8 2,9 1,10 rv,11 8}
{0 3573,1 32,2 2,5 k,6 k,7 3577,8 2,9 1,10 rv,11 9}
{0 3401,1 24,3 2,4 false,5 b2,6 c2,7 3542,8 2,9 2,10 rv,11 9}
{0 5167,1 54,2 1,3 2,5 b1,6 c2,7 6970,8 2,9 1,10 rv,11 8}
{0 4646,1 12,3 1,4 false,5 k,6 k,7 6266,8 2,9 2,10 rv,11 7}
{0 6267,1 4,4 false,5 k,6 k,7 6269,8 2,9 1,10 rv,11 7}
{0 6266,1 4,2 1,4 false,5 k,6 b1,7 6891,8 3,9 1,10 rv,11 7}
{0 6371,1 4,4 false,5 k,6 k,7 7071,8 3,9 2,10 rv,11 7}
{0 3175,1 48,3 3,4 false,5 b1,6 k,7 5460,8 3,9 2,10 rv,11 9}
{0 5663,1 18,3 2,5 b1,6 c2,7 7249,8 2,9 1,10 rv,11 8}
{0 1607,1 12,2 1,3 1,4 false,5 k,6 b1,7 7461,8 2,9 3,10 rv,11 7}
{0 2647,1 14,2 2,5 k,6 b2,7 3685,8 3,9 1,10 rv,11 8}
{0 2864,1 72,2 1,3 2,4 false,5 k,6 k,7 4013,8 2,9 1,10 rv,11 9}
{0 2922,1 36,2 2,5 k,6 k,7 4144,8 2,9 1,10 rv,11 9}
{0 2672,1 12,2 1,3 1,4 false,5 k,6 b1,7 5179,8 2,9 1,10 rv,11 7}
{0 2909,1 16,3 2,4 false,5 b2,6 c2,7 4085,8 3,9 2,10 rv,11 10}
{0 3162,1 36,2 2,5 k,6 k,7 5177,8 3,9 1,10 rv,11 9}
{0 4445,1 14,2 1,5 k,6 k,7 4565,8 2,9 2,10 rv,11 8}
{0 2825,1 28,2 2,3 1,5 k,6 b2,7 6088,8 2,9 1,10 rv,11 10}
{0 5855,1 36,2 1,3 1,5 k,6 k,7 7142,8 2,9 2,10 rv,11 8}
{0 2402,1 563,2 4,3 2,5 b3,6 c1,7 6345,8 2,9 2,10 rv,11 13}
{0 192,1 519,2 3,3 2,4 false,5 b3,6 c1,7 3552,8 3,9 1,10 tn,11 8}
{0 6305,1 12,2 1,5 k,6 k,7 6636,8 2,9 1,10 rv,11 8}
{0 4487,1 8,3 1,5 k,6 k,7 4523,8 3,9 1,10 rv,11 8}
{0 1610,1 556,2 4,3 2,4 false,5 b3,6 c1,7 3345,8 2,9 1,10 rv,11 12}
{0 4426,1 19,2 1,3 1,5 b1,6 c2,7 6295,8 2,9 1,10 rv,11 8}
{0 3626,1 36,2 1,3 1,5 k,6 k,7 6771,8 2,9 1,10 rv,11 8}
{0 3260,1 26,2 2,5 k,6 k,7 5457,8 2,9 1,10 rv,11 9}
{0 2865,1 32,3 2,4 false,5 b1,6 c2,7 4937,8 2,9 1,10 rv,11 10}
{0 6294,1 4,5 k,6 k,7 6630,8 2,9 1,10 rv,11 8}
{0 3682,1 34,2 3,5 k,6 b1,7 3714,8 2,9 1,10 rv,11 9}
{0 2150,1 16,2 2,4 false,5 k,6 b1,7 6872,8 2,9 2,10 rv,11 8}
{0 1961,1 4,2 1,5 k,6 b2,7 1977,8 3,9 1,10 rv,11 8}
{0 4866,1 8,2 1,3 1,4 false,5 k,6 b1,7 6281,8 3,9 1,10 rv,11 8}
{0 6355,1 12,3 1,5 k,6 k,7 7033,8 3,9 2,10 rv,11 9}
{0 4437,1 54,2 1,3 2,5 b1,6 c2,7 7096,8 3,9 2,10 rv,11 9}
{0 5362,1 14,2 1,5 k,6 k,7 5380,8 2,9 1,10 rv,11 8}
{0 3602,1 6,3 1,5 b1,6 c2,7 3606,8 2,9 2,10 rv,11 8}
{0 3022,1 52,2 2,3 2,5 k,6 b1,7 4594,8 2,9 2,10 rv,11 10}
{0 226,1 12,3 1,4 false,5 k,6 k,7 3017,8 2,9 2,10 rv,11 7}
{0 4749,1 23,2 1,3 1,5 b2,6 c2,7 7061,8 2,9 1,10 rv,11 9}
{0 3700,1 70,2 1,3 1,4 false,5 c2,6 k,7 7003,8 3,9 3,10 rv,11 7}
{0 2225,1 23,2 1,3 1,5 b2,6 c2,7 5410,8 2,9 1,10 rv,11 10}
{0 6393,1 12,2 1,3 1,4 false,5 k,6 b1,7 7113,8 2,9 1,10 rv,11 7}
{0 3284,1 4,2 1,4 false,5 k,6 b1,7 5480,8 3,9 1,10 rv,11 7}
{0 7149,1 84,2 3,3 1,5 k,6 b1,7 7149,8 2,9 2,10 rv,11 11}
{0 6828,1 10,2 1,5 k,6 k,7 7323,8 2,9 2,10 rv,11 8}
{0 2513,1 26,2 3,5 k,6 b1,7 4439,8 2,9 1,10 rv,11 9}
{0 2234,1 216,2 2,3 3,4 false,5 k,6 b1,7 7242,8 2,9 1,10 rv,11 10}
{0 2944,1 54,3 3,4 false,5 b1,6 c2,7 4784,8 2,9 1,10 rv,11 10}
{0 3318,1 144,3 4,4 false,5 b2,6 c2,7 7286,8 3,9 2,10 rv,11 11}
{0 2292,1 12,2 1,3 1,4 false,5 k,6 b1,7 5710,8 2,9 3,10 rv,11 7}
{0 6680,1 6,3 1,5 b1,6 c2,7 7077,8 3,9 1,10 rv,11 8}
{0 1602,1 99,2 2,3 2,4 false,5 b2,6 c2,7 4753,8 2,9 1,10 rv,11 9}
{0 4836,1 20,2 2,5 k,6 k,7 4841,8 3,9 1,10 rv,11 10}
{0 5159,1 8,3 1,4 false,5 b1,6 k,7 7379,8 2,9 2,10 rv,11 8}
{0 5748,1 34,2 2,5 k,6 k,7 6277,8 2,9 1,10 rv,11 9}
{0 2612,1 242,2 3,3 1,4 false,5 c2,6 b3,7 6681,8 2,9 3,10 tn,11 8}
{0 2601,1 94,2 3,4 false,5 c2,6 k,7 2635,8 2,9 1,10 rv,11 8}
{0 3095,1 36,2 1,3 2,5 b1,6 c2,7 4816,8 2,9 2,10 rv,11 8}
{0 4657,1 36,2 2,5 k,6 k,7 6444,8 3,9 1,10 rv,11 9}
{0 3860,1 4,2 1,4 false,5 k,6 b1,7 6795,8 2,9 1,10 rv,11 7}
{0 6209,1 12,3 1,5 k,6 k,7 6209,8 3,9 1,10 rv,11 9}
{0 2648,1 72,2 4,5 k,6 b1,7 6951,8 3,9 1,10 rv,11 10}
{0 3294,1 19,2 1,3 1,5 b1,6 c2,7 6823,8 3,9 1,10 rv,11 8}
{0 3053,1 36,2 2,5 k,6 k,7 5422,8 2,9 1,10 rv,11 9}
{0 1312,1 556,2 3,3 2,5 b3,6 c1,7 3759,8 3,9 1,10 fp,11 8}
{0 3876,1 216,2 3,3 1,5 k,6 k,7 7176,8 2,9 1,10 rv,11 11}
{0 5966,1 10,2 1,5 k,6 k,7 6756,8 2,9 1,10 rv,11 8}
{0 6361,1 36,2 2,5 k,6 k,7 6383,8 3,9 1,10 rv,11 9}
{0 3770,1 14,2 1,5 k,6 k,7 3860,8 3,9 1,10 rv,11 8}
{0 4208,1 19,2 1,3 1,5 b1,6 c2,7 6267,8 2,9 1,10 rv,11 8}
{0 5306,1 19,2 1,3 1,5 b1,6 c2,7 6220,8 2,9 1,10 rv,11 8}
{0 5241,1 34,2 3,5 k,6 b1,7 7340,8 3,9 3,10 rv,11 10}
{0 5536,1 36,2 2,3 1,4 false,5 k,6 b1,7 5578,8 2,9 2,10 rv,11 8}
{0 3208,1 10,2 2,4 false,5 c2,6 b1,7 7261,8 2,9 2,10 rv,11 7}
{0 2722,1 10,2 2,4 false,5 c2,6 b1,7 4083,8 3,9 1,10 rv,11 7}
{0 2424,1 550,2 1,3 4,4 false,5 b3,6 c1,7 7136,8 2,9 2,10 tn,11 10}
{0 3573,1 106,2 3,5 k,6 k,7 6943,8 3,9 1,10 rv,11 10}
{0 5444,1 12,2 1,3 1,4 false,5 k,6 b1,7 7258,8 2,9 1,10 rv,11 7}
{0 3436,1 12,2 1,3 1,4 false,5 k,6 b1,7 3501,8 2,9 1,10 rv,11 7}
{0 3196,1 86,2 1,3 2,5 b1,6 c2,7 5077,8 2,9 2,10 rv,11 8}
{0 6268,1 24,3 2,4 false,5 b1,6 k,7 6932,8 3,9 1,10 rv,11 8}
{0 2077,1 12,2 2,4 false,5 k,6 b1,7 2124,8 2,9 1,10 rv,11 8}
{0 2141,1 32,2 2,3 1,4 false,5 c2,6 b1,7 5265,8 2,9 2,10 rv,11 7}
{0 4271,1 26,2 2,5 k,6 k,7 4391,8 2,9 2,10 rv,11 9}
{0 3174,1 16,2 1,3 1,4 false,5 b2,6 c2,7 7113,8 2,9 1,10 rv,11 9}
{0 5362,1 8,3 1,4 false,5 k,6 k,7 6728,8 2,9 1,10 rv,11 8}
{0 6425,1 12,2 1,3 1,4 false,5 k,6 b1,7 7179,8 2,9 1,10 rv,11 7}
{0 3197,1 54,2 2,3 1,5 b1,6 c2,7 7336,8 3,9 3,10 rv,11 9}
{0 6211,1 12,2 1,3 1,4 false,5 k,6 b1,7 6775,8 3,9 1,10 rv,11 7}
{0 3565,1 26,2 2,5 k,6 k,7 6286,8 3,9 1,10 rv,11 9}
{0 4482,1 16,2 2,4 false,5 k,6 b1,7 6729,8 4,9 1,10 rv,11 8}
{0 186,1 104,2 2,3 1,4 false,5 c2,6 k,7 5179,8 2,9 1,10 rv,11 8}
{0 4754,1 16,3 2,4 false,5 b1,6 k,7 7095,8 2,9 2,10 rv,11 9}
{0 5316,1 14,2 2,5 k,6 b2,7 5456,8 3,9 1,10 rv,11 8}
{0 2655,1 232,2 3,3 1,5 k,6 k,7 4918,8 2,9 1,10 rv,11 11}
{0 5566,1 44,2 2,3 1,4 false,5 k,6 b1,7 6651,8 3,9 1,10 rv,11 8}
